clean_name,C2_EAV_pct,burden_C2_neg10,burden_C2_nochange,burden_C2_plus10,burden_C2_plus20,burden_C2_plus30,burden_C2_plus40,C2_av,C2_eav_original,C2_DistrictRev,C2_current_nonTIF_EAV_post_exemps,C2_current_TIF_increment_EAV,C2_current_Exempt_EAV,C2_current_GHE,C2_Total_EAV,C2_exe_neg10,C2_exe_0,C2_exe_plus10,C2_exe_plus20,C2_exe_plus30,C2_exe_plus40,C2_PC_permuni,agency_num,MuniLevy,current_nonTIF_EAV_post_exemps,current_TIF_increment_EAV,current_Exempt_EAV,Total_EAV,cur_muni_comp_rate,tr_neg10,tr_nochange,tr_plus10,tr_plus20,tr_plus30,tr_plus40,tax_rate_current,taxrate_noexemps,taxrate_noTIFs,taxrate_noTIFs_orExemps,C2_neg10_taxableEAV,C2_nochange,C2_plus10_taxableEAV,C2_plus20_taxableEAV,C2_plus30_taxableEAV,C2_plus40_taxableEAV,burden_C2_noexemps
Elgin,0.6537528157229084,0.6534040465029635,0.6124805709754287,0.5626155784112532,0.49890050196975366,0.4243790755473989,0.35651415818451915,113716844,341457515,31311611.29,272795861.6287564,74728.17061445677,68588476.54257192,52588948,341459066.3419428,0,51788425,103367219,153542969,198135237,229758647,6979,030340000,51284180.59,445395126.892442,8320097.272450373,68588476.54257192,522303700.7074643,0.11514311112430417,0.10298357553115872,0.11514311112430417,0.12995942728806845,0.14889099968809885,0.1710334478881523,0.19119805677247306,0.11514311112430417,0.09977785331528417,0.11303165038024368,0.0981884304486742,325384809.6287564,272795861.6287564,222017590.6287564,171841840.6287564,127249572.6287564,95626162.6287564,0.6641930518596623
Elk Grove Village,0.30927240406572026,0.34562192175463485,0.31590852914083284,0.28336236639389834,0.24835988137334955,0.21172006528816212,0.1748086917384156,264974151,795638011,64092684.39,652146263.33001,97602.05516495404,143394165.03066853,93736160,795638030.4158435,0,93780000,187488872,279256002,366585446,446720572,11994,030350000,195805552.93,2064351554.874549,364866645.57090586,143394165.03066853,2572612365.4761233,0.09485087579566803,0.09073104470240789,0.09485087579566803,0.09936347706587244,0.10421665314049024,0.1092968489808323,0.1144146968961373,0.09485087579566803,0.08869026499048373,0.08060434953685693,0.07611156486599625,745882423.33001,652146263.33001,558393551.33001,466626421.33001006,379296977.33001006,299161851.33001006,0.3603406049836358
Elmwood Park,0.856201040870481,0.8542008114530849,0.8365999768769371,0.8140711002691794,0.786774036923159,0.7523966667513153,0.707117634182134,164361147,493527215,50339860.01,402429131.10560393,265993.7644895675,90867046.80620256,58069718,493562171.67629606,0,58636673,116355711,170475067,221655005,270731225,7904,030370000,60171959.6,481029335.6783116,4518724.998001439,90867046.80620256,576415107.4825156,0.12509,0.1116157767101285,0.12509,0.1423368590946401,0.16323397764267164,0.18955138661609147,0.22421450401242843,0.12509,0.10521479317388294,0.12392585713592869,0.1043899766312513,460498849.10560393,402429131.10560393,344143138.10560393,290023782.10560393,238843844.10560393,189767624.10560393,0.8625621581461288
Evanston,0.6689378817241257,0.6704400091028594,0.6548318958915238,0.6393973239132295,0.6219127958417321,0.603333380957949,0.5841015802527316,779040360,2339224565,187174324.22,2110361811.1377733,2434273.239155344,226428406.06264654,152651438,2339224490.439575,0,145631082,290609969,433281365,571101374,700789465,22043,030380000,286739428.05,3222753540.8375483,46731502.81661894,227438406.05519077,3496923449.7093577,0.08897342735537898,0.08494938543786092,0.08897342735537898,0.0929528077760921,0.09746068313209062,0.1022508743638126,0.10720932221449192,0.08897342735537898,0.08310825381997633,0.08770170966419938,0.0819976279646133,2263013249.1377735,2110361811.1377733,1972403280.1377735,1829731884.1377735,1691911875.1377735,1562223784.1377735,0.6772928153475478
Evergreen Park,0.6877844373332455,0.6925528975151235,0.6541801284240778,0.5892700979502414,0.5148769436774652,0.4238833062999173,0.3207723170552116,124753061,374596038,37378959.39,293582778.7464656,522891.53314483195,80490335.01128164,56012630,374596005.2908921,0,63976209,126935895,184879820,235407787,276302041,8064,030390000,57980172.83,448779725.93528277,15371570.452403395,80490335.01128164,544641631.3989679,0.1291951696551487,0.11485945091734585,0.1291951696551487,0.15344496872300545,0.18123757689110745,0.21523197508736738,0.25375330611462543,0.1291951696551487,0.10954742598949635,0.12491653751963579,0.10645563887775523,349595408.7464657,293582778.7464657,222659513.74646568,164715588.74646568,114187621.74646568,73293367.74646568,0.7067717246064179
Flossmoor,0.8476248016409941,0.8408941288190157,0.8209304281096047,0.7945337685581549,0.7616160481189015,0.7183681526039174,0.6662232060044552,77826717,233690270,34475522.22,192274995.91751787,0,41484187.45442236,29388086,233759183.37194023,0,30066416,59478279,87665388,114682844,137948354,3817,030400000,41964925.75,234215944.9008104,0,41484187.45442236,275700132.3552328,0.17917194223378768,0.1591968286926184,0.17917194223378768,0.2055836922055369,0.2385202310197352,0.2817928504555293,0.3339676072345391,0.17917194223378768,0.1522122074861003,0.17917194223378766,0.1522122074861003,221663081.91751787,192274995.91751787,162184802.91751787,133997693.91751787,106980237.91751787,83714727.91751787,0.8478747593445017
Ford Heights,0.4157196138809339,0.4088849190302636,0.3312130029436788,0.31563311401625094,0.3125901589812039,0.30951391551533386,0.30652144918081,2635716,7914322,1327967.89,5019349.348524848,368166.45802782645,2353515.2337103905,1993959,7741031.040263065,0,2185434,2346393,2416393,2486393,2553926,797,030410000,3698656.65,15154445.338543562,1525808.3980113738,2357390.2324561984,19037643.969011135,0.24406413876414854,0.21563645140087023,0.24406413876414854,0.25014778047890257,0.2515085840359015,0.25288427411424214,0.25423197828176153,0.24406413876414854,0.2112089640748518,0.22173863230235868,0.19428121757190933,7013308.348524848,5019349.348524848,4666915.348524848,4596915.348524848,4526915.348524848,4459382.348524848,0.4210218027883366
Forest Park,0.6445187937626454,0.6584919077986064,0.6324994600118072,0.6019868998671594,0.5701815603286017,0.5375759202367474,0.5043591259596873,100535937,301879256,28763466.74,253740014.34020507,2710196.595519492,45429043.69780356,30533387,301879254.6335281,0,30717096,61287987,88697695,112883137,134249812,5154,030420000,45152753.08,401170325.640228,21443922.208502382,45765043.68077617,468379291.52950656,0.11255257478962506,0.10459199621854832,0.11255257478962506,0.1218975058414645,0.13163837005145432,0.14162433835811297,0.15179748183774025,0.11255257478962506,0.10102747775052405,0.10684153056799418,0.09640211234051858,284273401.3402051,253740014.34020507,222985414.34020507,195575706.34020507,171390264.34020507,150023589.34020507,0.6693787929393774
Forestview,0.18948956935749836,0.17567675205103686,0.15033223115247185,0.12337979575548418,0.09466141837518119,0.06400015890884635,0.03332861543497914,4862794,14601509,1464539.51,11050298.367257828,0,3551209.8302683346,2260000,14601508.197526162,0,2260000,4520000,6780000,9039822,11156974,268,030430000,9139937.28,73505849.5609651,0,3551209.8302683346,77057059.39123344,0.12434299221886301,0.12063399714993672,0.12434299221886301,0.12828729443641415,0.1324900300303286,0.13697709295895333,0.14146566088084184,0.12434299221886301,0.11861258854422134,0.12434299221886301,0.11861258854422134,13310298.367257828,11050298.367257828,8790298.367257828,6530298.367257828,4270476.367257828,2153324.367257828,0.18948955894347733
Frankfort,3.0038082921909406,1,1,1,1,1,1,31486,94543,2647.31,31474.378789680184,0,0,0,31474.378789680184,0,0,0,0,0,0,1,030440000,2647.31,31474.378789680184,0,0,31474.378789680184,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,0.08410999999999999,31474.378789680184,31474.378789680184,31474.378789680184,31474.378789680184,31474.378789680184,31474.378789680184,1
Franklin Park,0.29454135063449155,0.288337660033215,0.25104765039237903,0.20159970482110298,0.15415442613352265,0.10662020313171576,0.062003605278821816,90629417,272132968,26556986.9,204880169.33789912,4583558.828584671,62669184.76874102,42762420,272132912.93522483,0,46902619,93306620,136248315,174696615,207239579,5970,030450000,105413878,816100724.3751469,45151188.56880974,62669184.76874102,923921097.7126976,0.1291677299768492,0.12273652524313673,0.1291677299768492,0.13769574766022616,0.14587837630062556,0.15407634468215667,0.1617711261551937,0.1291677299768492,0.1199561761311285,0.12239610317923263,0.1140940262766675,247642589.33789915,204880169.33789915,154335969.33789915,111394274.33789915,72945974.33789915,40403010.33789915,0.3044589389357803
Glencoe,0.9411766949653563,0.9406135419031839,0.9390453617758278,0.9372799111378494,0.9354699758248752,0.9335549595544886,0.9315404934186532,293040618,879913100,80787918.47,847223545.3520728,0,32689534.10446716,23824290,879913079.45654,0,24610000,49220000,73813071,98375215,122729862,3442,030460000,85958759.89,902217911.7629517,0,32689534.10446716,934907445.8674189,0.09527494274862586,0.09282380406244566,0.09527494274862586,0.09803442444451115,0.10086343776238448,0.10385669751815177,0.10700540205241395,0.09527494274862586,0.09194360390428422,0.09527494274862586,0.09194360390428422,871047835.3520728,847223545.3520728,821827835.3520728,797234764.3520728,772672620.3520728,748317973.3520728,0.941176672991566
Glenview,0.7054658601486856,0.7049865414463841,0.6919360200414378,0.6787640019550466,0.6638476704702957,0.647637386485365,0.6304104796466945,777634621,2335003434,177361150.34,2124951598.4464786,0,210051643.0408963,135852970,2335003241.487375,0,130900000,261777754,392462747,521938576,647085984,16799,030470000,256929623.13,3071023240.4424067,28799578.064516123,210051643.0408963,3309874461.547819,0.08366254600306676,0.08011834765974803,0.08366254600306676,0.0872397398355108,0.09129064597912365,0.0956929575697045,0.10037135874492359,0.08366254600306676,0.07830654046433545,0.08288526092396277,0.07762518672984663,2260804568.4464784,2124951598.4464784,1999026814.4464784,1868341821.4464784,1738865992.4464784,1613718584.4464784,0.7116580158659636
Glenwood,0.7019610462459936,0.7769777992191518,0.7239574591076998,0.6442270190650804,0.5257722895318455,0.38194441584861266,0.31937924152965874,36501913,109604336,13810285.74,73661807.96411623,805675.7027085139,35029316.71166915,24224163,109496800.37849389,0,24363704,47044669,66768324,80547378,84725001,3364,030480000,18917354.58,101748807.25023085,19352072.97160352,35039316.71096027,156140196.93279463,0.18592212617762238,0.1501580296323053,0.18592212617762238,0.2397080813994924,0.31963280645487024,0.41672227725818023,0.4590702945133367,0.18592212617762238,0.13829676167915822,0.1562115365746881,0.12115621058261088,97885970.96411623,73661807.96411623,50841301.96411623,31117646.96411623,17338592.96411623,13160969.96411623,0.7945947464461368
Golf,0.8859906430563036,0.8848199152433281,0.8808031795914487,0.8762846005907244,0.8715243140935526,0.8663830380452733,0.8608131270453204,12616576,37883787,3386512.84,36022900.11700883,0,1860889.9814498117,1426250,37883790.09845864,0,1460000,2920000,4380000,5840000,7300000,188,030490000,3844800.88,40897786.1929582,0,1860889.9814498117,42758676.17440801,0.09401,0.09084201852751679,0.09401,0.09757378308080772,0.10132819978475387,0.1053831012464045,0.10977606518043233,0.09401,0.08991861357721818,0.09401,0.08991861357721818,37449150.11700883,36022900.11700883,34529150.11700883,33069150.117008828,31609150.117008828,30149150.117008828,0.8859907155201616
Hanover Park,0.7610144848032813,0.7779179348705008,0.7481679491123492,0.7087345431319301,0.6556111511406457,0.584391428710838,0.496126171001566,87931498,264031985,25210259.47,207819116.6956664,4472816.975974447,51736710.0826736,37210000,264028643.75431445,0,37424618,74816395,111862720,146669520,176153146,5035,030500000,33846815.99,277770675.6113113,17439998.71519758,51736710.0826736,346947384.4091825,0.12185165304260685,0.10745680167302468,0.12185165304260685,0.14093193169211807,0.16663625767664592,0.20109668825614868,0.24380478486337806,0.12185165304260685,0.10271944563158807,0.11465308992372257,0.09755604887362913,245029116.6956664,207819116.6956664,170212721.6956664,133166396.6956664,98359596.6956664,68875970.6956664,0.7877086767924248
Harvey,0.47774552818646154,0.47870752413340995,0.37786749369791456,0.3115355681324184,0.29878479971882677,0.29405840290273466,0.29215941870450357,40769727,122419202,20336044.48,75999714.3730228,570801.9151288492,45848693.732166134,38906659,122419210.02031778,0,41565154,58284863,61589767,62784485,63260009,9383,030510000,54832588.97,201127949.98391852,9266889.247389624,45848693.732166134,256243532.9634743,0.2726254057398995,0.2284361792747711,0.2726254057398995,0.30169279562487894,0.30728032461112836,0.30935148443097743,0.31018364049466496,0.2726254057398995,0.22201528106047766,0.2606175568295049,0.21398623542166037,114906373.3730228,75999714.3730228,56621510.373022795,53316606.373022795,52121888.373022795,51646364.373022795,0.4933600451922142
Harwood Heights,0.6284112743821244,0.6074361376075997,0.5790086609476023,0.5452284400888193,0.50620865683109,0.46101922877148205,0.4093513666754452,64732347,194371763,14229043.01,158075198.44978714,0,36296537.376931906,19770000,194371735.82671905,0,20029062,40049062,60020067,79535219,98189128,2597,030520000,24535395.08,273010075.8615289,0,36296537.376931906,309306613.2384608,0.08986992513948236,0.08380145065473676,0.08986992513948236,0.09708106142225553,0.10541069834121004,0.1150573825840598,0.12608703205176539,0.08986992513948236,0.07932386192171187,0.08986992513948236,0.07932386192171187,177845198.44978714,158075198.44978714,137796136.44978714,117825131.44978714,98309979.44978714,79656070.44978714,0.6284111865298775
Hazelcrest,0.7572472875147213,0.7436284766209066,0.6790426207697077,0.593681218051515,0.4868419298260589,0.4139918159216697,0.3795042138943517,47440490,142449552,22497161.26,92778170.74083236,106888.63452363505,49539877.17626652,34449445,142424936.5516225,0,34512493,63168122,85642795,96268610,100431146,5356,030530000,33129544.96,136630850.4106363,1934244.0334106418,49549877.17574997,188114971.61979693,0.24247485000957708,0.1936377798663875,0.24247485000957708,0.30703315709796725,0.38785430152759026,0.44301682662113334,0.46919620525848577,0.24247485000957708,0.1779429342096011,0.23909011928958643,0.17611328154655767,127227615.74083236,92778170.74083236,64059493.74083236,41584820.74083236,30959005.74083236,26796469.74083236,0.7644080553453875
Hickory Hills,0.73646488394061,0.7241830672769272,0.6920367241421403,0.6511407970790596,0.5997317225069144,0.5361314148304379,0.45717335673875964,88863913,266831632,25369387.65,211441613.26152632,0,55390016.895588554,35610000,266831630.15711486,0,35790000,71427164,106068823,138299790,167805128,4681,030540000,36842047.48,305535249.62657535,1388861.1688419653,55390016.895588554,362314127.6910059,0.12058198693940644,0.10799519418877462,0.12058198693940644,0.13659464990793316,0.15672370049475223,0.1816261874819564,0.2125419500937492,0.12058198693940644,0.10207666488690555,0.12003634183225623,0.10168537372470382,247051613.26152632,211441613.26152632,175624449.26152632,140982790.26152632,108751823.26152632,79246485.26152632,0.7392988380344635
Hillside,0.43402464295855947,0.4594955452660198,0.41720169344376157,0.3624954554376941,0.3035547906167666,0.23945607051967407,0.16546112094122023,44340810,133142174,14097292.02,101828770.00856586,348434.8358647722,30964948.946533952,19098638,133142153.79096457,0,20203338,40043524,58927242,76141203,92724616,2784,030550000,32604671.36,244075639.21427917,31721196.36005423,30964948.946533952,306761784.52086735,0.13358429159485133,0.12389003859010486,0.13358429159485133,0.1461236108887633,0.15963351108521046,0.17432569879403062,0.19128621980076188,0.13358429159485133,0.11854494486805132,0.11821988926052168,0.10628661393049785,120927408.00856586,101828770.00856586,80883884.00856586,62000166.00856586,44786205.00856586,28202792.008565858,0.48281499048226595
Hinsdale,0.9689109718700721,0.9686616751763064,0.96790716878206,0.9670732792606063,0.9662173177251377,0.9653172686825526,0.9643697461877097,69314085,208129414,15145707.07,201411509.99346635,0,6717875.134597691,5010000,208129385.12806404,0,5140000,10280000,15418901,20548901,25669443,796,030560000,15644671.81,208089697.5346377,0,6717875.134597691,214807572.66923538,0.07518234682135505,0.07341480063554329,0.07518234682135505,0.07713586007753608,0.07914108038945875,0.0812495824040162,0.083469298213586,0.07518234682135505,0.07283110001941111,0.07518234682135505,0.07283110001941111,206421509.99346635,201411509.99346635,196141509.99346635,191002608.99346635,185872608.99346635,180752066.99346635,0.9689108374617009
Hodgkins,0.04368187302025535,0.04324278886308098,0.03777648681188468,0.03207622919884266,0.026545238685689605,0.0214504759552293,0.01670043442675752,3554681,10673639,899608.95,8595537.454614945,52882.57213835276,2025218.8886279194,1300000,10673638.915381217,0,1320000,2640000,3925208,5096197,6177024,166,030570000,22775069.01,227536708.14912155,14787462.354290083,2025218.8886279194,244349389.39203954,0.1000940428261528,0.09952541790261472,0.1000940428261528,0.10068700467110865,0.10126235872731987,0.10179233475881608,0.10228645161800771,0.1000940428261528,0.09921100290404357,0.09398595675654797,0.09320698147298899,9895537.454614945,8595537.454614945,7255537.454614945,5970329.454614945,4799340.454614945,3718513.4546149448,0.04626532143327223
Hoffman Estates,0.6259039651097561,0.6236558515843638,0.5936902600501958,0.559682931134639,0.5206781937425652,0.4767568924224196,0.4271785749766975,384977967,1155973151,108713897.49,973679348.8350728,128776.66119623544,181989293.9372748,130585129,1155797419.433544,0,128876752,257251998,380402991,497099473,607325025,16737,030580000,177316159.13,1640046021.2245178,24082493.912695106,182757293.92982674,1846885809.0670395,0.10811657528830156,0.10014291181283926,0.10811657528830156,0.11716572074444317,0.1275446465052964,0.13923184032330904,0.1524243320697534,0.10811657528830156,0.097276627519731,0.10655196249394219,0.0960081875444004,1104264477.835073,973679348.8350729,847012479.835073,723861486.835073,607165004.835073,496939452.835073,0.6340062217159685
Hometown,0.8856014770702604,0.874055442836879,0.840243189735227,0.7771348875961663,0.6446065038726015,0.5157932488718455,0.48268371604290417,19054242,57214154,4883044.46,38871552.778220035,0,18342589.247570515,12420000,57214142.02579055,0,12760000,25520000,37886409,43418719,44395624,1646,030590000,5811465.68,46262264.607546575,0,18342589.247570515,64604853.85511709,0.12561999999999998,0.09903274385993348,0.12561999999999998,0.1752433299949459,0.27945306938422315,0.38074152817591117,0.4067762212013811,0.12561999999999998,0.08995401015893943,0.12561999999999998,0.08995401015893943,51291552.778220035,38871552.778220035,25771552.778220035,13405143.778220035,7872833.778220035,6895928.778220035,0.8856012917249073
Homewood,0.6756728533745644,0.6703450506113473,0.6206963836138403,0.5552989268652888,0.4752845166884049,0.3800771815705123,0.2980103343037396,105973149,318205654,38721155.51,237621896.6875086,404105.6472089258,80179645.72794187,57657424,318205648.06265944,0,58341837,113956326,163749565,206250955,233634750,7722,030600000,62854932.64,382831128.0049968,7935561.332561265,80179645.72794187,470946335.0654999,0.164184487733661,0.14269368035536822,0.164184487733661,0.19249227988614565,0.2271271327551152,0.2683383600398666,0.30386162608933664,0.164184487733661,0.13575263515629182,0.16085028318701877,0.13346516993546206,295279320.68750864,237621896.68750864,181322994.68750864,131529755.68750864,89028365.68750864,61644570.68750864,0.6863804482414835
Indian Head Park,0.908722826294664,0.9028903534156376,0.8937767617355687,0.882663665182742,0.8691978728516073,0.8532142504129269,0.8341162231070276,54209925,162776138,11489824.41,137418070.97464532,0,25376397.18853642,14429191,162794468.16318175,0,14501068,28991068,43320168,56916158,69725742,2117,030610000,12849067.31,153749881.24305427,0,25376397.18853642,179126278.43159068,0.08357123404659841,0.07640110709750132,0.08357123404659841,0.09231447336196137,0.10290869832549228,0.11548382852826561,0.13050921973161475,0.08357123404659841,0.07173189451879966,0.08357123404659841,0.07173189451879966,151847261.97464532,137418070.97464532,122856193.97464532,108527093.97464532,94931103.97464532,82121519.97464532,0.9088251572499112
Inverness,0.9618075261511849,0.9609621839851372,0.958872842685269,0.9565194588770003,0.9538996008604724,0.9509466469320038,0.9475934721335416,153457526,460786898,40644543.69,427022401.8106378,0,33746430.11716892,23834910,460768831.9278067,0,23970000,47938818,71877292,95794012,119684248,3042,030630000,42636144.8,445337882.98225844,0,33746430.11716892,479084313.0994274,0.09573886801293874,0.09087514331124537,0.09573886801293874,0.10121725058335036,0.10731595171500305,0.11419005838477442,0.12199582908265101,0.09573886801293874,0.08899507588584193,0.09573886801293872,0.08899507588584193,450857311.8106378,427022401.8106378,402918493.8106378,378980019.8106378,355063299.8106378,331173063.8106378,0.9617698165629155
Justice,0.7526448296489939,0.7297269192826474,0.6955500403365018,0.6506811873752099,0.593055293432691,0.5193069574353221,0.43295040600699913,56201421,168755996,14034282.15,123385623.81882921,9545076.983848315,35845742.496125154,22431886,168776443.29880267,0,22703240,45217418,67110777,87471870,104582205,2972,030640000,20218646.12,177392878.53270224,10978684.866573034,35845742.496125154,224217305.8954004,0.11397665051290494,0.10118188387351323,0.11397665051290494,0.1307741615999043,0.15234751434936653,0.17995661085629638,0.2122858333417403,0.11397665051290494,0.0948169990147642,0.10733385525470344,0.09017433350765619,145817509.8188292,123385623.81882921,100600091.81882921,78706732.81882921,58345639.81882921,41235304.81882921,0.7467285501411499
Kenilworth,0.9679445719324118,0.9702947728338567,0.9696661573769958,0.9689853962146754,0.9682866842432336,0.967556689094227,0.9667934337548575,98352535,295323174,28197267.42,286548916.59885335,254455.71036306315,8519768.154681088,6253580,295323140.4638975,0,6370000,12740000,19107871,25467871,31818616,923,030650000,29078701.83,295512960.2274509,1070665.5140852232,8519768.154681088,305103393.8962172,0.09840076661144964,0.09636158405130824,0.09840076661144964,0.10060910602575239,0.10287567655178066,0.10524372741752953,0.10771967190790124,0.09840076661144964,0.09564332756127368,0.09804554030012846,0.09530769703561966,292802496.59885335,286548916.59885335,280062496.59885335,273694625.59885335,267334625.59885335,260983880.59885335,0.9705161885817409
La Grange,0.8169634508943051,0.8126956430617653,0.8025499643291198,0.7906285405059782,0.7776118265781314,0.763462628681467,0.7481737296810621,226297984,679504939,57264543.54,618531017.331044,0,61037423.49109798,41746746,679568440.8221419,0,42896196,85630124,128172213,169104592,208163674,5993,030660000,71548863.53,770707176.9021834,0,61037423.49109798,831744600.3932815,0.0928353409366017,0.08806513392712638,0.0928353409366017,0.09844045233255921,0.10456053770636035,0.11121308454563152,0.11840148614011745,0.0928353409366017,0.08602263663168826,0.09283534093660169,0.08602263663168826,660277763.331044,618531017.331044,574647639.331044,532105550.33104396,491173171.33104396,452114089.33104396,0.8170397986362824
La Grange Park,0.8944270915140654,0.9040283764551564,0.8954644039023174,0.8858156634502322,0.8740140687268763,0.8597988459925967,0.8423607184941658,139997491,420370451,36491889.54,363371434.33262867,579454.2094455853,56450600.98167149,36210530,420401489.5237457,0,35260000,70500456,105300418,139439095,172908691,4342,030670000,40669683.11,405791042.892496,7746860.486100334,56450600.98167149,469988504.3602678,0.1002232154266017,0.09201253028095381,0.1002232154266017,0.10947391881400154,0.12078866531653348,0.13441747104031326,0.1511362278480772,0.1002232154266017,0.08798359829533489,0.09834572061648887,0.08653335716233777,399581964.3326286,363371434.3326286,329081508.3326286,294281546.3326286,260142869.3326286,226673273.3326286,0.9082306643678021
Lansing,0.6360917949957259,0.6493314214480828,0.5807039812829048,0.47587120226367924,0.3592137939370768,0.2686306731591532,0.22281766462967814,108113851,324633457,44360131.98,216872316.3329992,7890393.5563837,99852114.15506853,73107221,324614824.0444514,0,78015814,147814200,202207853,232474525,245096132,10603,030680000,76739825.71,373464490.2104507,36068029.89726094,100823783.10821229,510356303.21592396,0.20548091645006566,0.1718382633762548,0.20548091645006566,0.25687184940577173,0.3140648849209249,0.35848476858361944,0.3809646042213115,0.20548091645006566,0.16179996434033767,0.18738396083860825,0.15036519628823422,289979537.33299917,216872316.33299917,142165337.33299917,87771684.33299917,57505012.33299917,44883405.33299917,0.6677888708314491
